Questions,Unnamed: 1,Unnamed: 2,Unnamed: 3,duplicate,tags
Describe your understanding of Git. What are some common Git commands you use?,,,,False,"['common git', 'git', 'git commands', 'understanding git']"
Explain the difference between 'git merge' and 'git rebase'.,,,,True,"['merge git', 'git merge', 'rebase', 'git rebase']"
"What is a typical software development lifecycle (SDLC)? Describe a common methodology (e.g., Agile).",,,,False,"['agile', 'lifecycle sdlc', 'sdlc', 'software development', 'development lifecycle']"
"Walk me through one of your academic projects. Explain the technologies used, your role, and any challenges you faced.",,,,True,"['technologies', 'explain technologies', 'academic projects']"
Explain the difference between `==` and `===` in JavaScript (or the equivalent in your preferred language).,,,,True,"['javascript equivalent', 'difference javascript', 'javascript']"
What is the difference between a stack and a queue data structure?  Give examples of when you might use each.,,,,True,"['queue data', 'difference stack', 'stack queue']"
Describe what an algorithm is and give an example of a simple algorithm you know.,,,,False,"['simple algorithm', 'algorithm', 'algorithm example']"
"What is a recursive function? Explain with a simple example (e.g., factorial calculation).",,,,True,"['function explain', 'recursive', 'recursive function']"
What is a relational database?  Name some popular relational database management systems (RDBMS).,,,,True,"['database management', 'systems rdbms', 'relational database']"
Write a simple SQL query to select all rows from a table named 'users' where the 'age' column is greater than 25.,,,,True,"['sql', 'age column', 'users age', 'simple sql']"
"Explain the difference between `SELECT`, `INSERT`, `UPDATE`, and `DELETE` SQL commands.",,,,True,"['sql', 'update delete', 'sql commands', 'delete sql']"
"What is a JOIN in SQL? Explain different types of JOINs (INNER JOIN, LEFT JOIN, etc.) with examples.",,,,True,"['sql', 'sql explain', 'join sql', 'joins']"
What is normalization in databases? Why is it important?,,,,True,"['databases important', 'normalization', 'normalization databases']"
What is Git and why is it used in software development?,,,,True,"['git', 'git used', 'software development']"
"Explain the difference between `git add`, `git commit`, and `git push`.",,,,True,"['commit git', 'git commit', 'git push']"
What is a Git branch? Why are branches useful?,,,,True,"['git', 'git branch', 'branch branches', 'branches useful']"
Describe a typical software development lifecycle (SDLC).,,,,True,"['sdlc', 'lifecycle sdlc', 'development lifecycle']"
"Walk me through one of your academic projects. What problem did it solve, and what technologies did you use?",,,,False,"['technologies', 'academic projects', 'solve technologies']"
"What was your role in the project, and what challenges did you face? How did you overcome them?",,,,True,"['role project', 'challenges', 'project challenges']"
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,,,,True,"['compilation interpretation', 'interpreted language', 'compiled language']"
What is the difference between a stack and a queue data structure?  When would you use each?,,,,True,"['queue data', 'difference stack', 'stack queue']"
"Describe what an algorithm is and provide a simple example of an algorithm you've encountered (e.g., searching a list).",,,,False,"['algorithm', 'algorithm provide', 'example algorithm']"
Explain the concept of Big O notation and its importance in algorithm analysis. Give an example of an O(n) and an O(n^2) algorithm.,,,,True,"['big notation', 'notation importance', 'algorithm analysis']"
What is a relational database? What are some common relational database management systems (RDBMS)?,,,,True,"['database management', 'systems rdbms', 'relational database']"
Write a simple SQL query to select all rows from a table named 'users' where the 'age' column is greater than 25.,,,,True,"['sql', 'age column', 'users age', 'simple sql']"
"Explain the difference between the SQL commands `SELECT`, `INSERT`, `UPDATE`, and `DELETE`.",,,,True,"['select insert', 'sql', 'difference sql', 'sql commands']"
What is a database index? How can it improve query performance?,,,,True,"['database index', 'index', 'index improve']"
What is normalization in databases and why is it important?,,,,True,"['databases important', 'normalization', 'normalization databases']"
Describe your experience with Git.  What are some common Git commands you use?,,,,True,"['git', 'experience git', 'git commands']"
Explain the difference between `git merge` and `git rebase`.,,,,True,"['merge git', 'git merge', 'git rebase']"
"Walk me through one of your academic projects.  Explain the problem you were solving, your approach, and the technologies you used.",,,,True,"['approach technologies', 'technologies', 'academic projects']"
"What was your role in this project? What challenges did you encounter, and how did you overcome them?",,,,True,"['role project', 'project', 'project challenges']"
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,,,,True,"['compilation interpretation', 'interpreted language', 'compiled language']"
What are data structures?  Name three common data structures and briefly describe when you might use each one.,,,,True,"['three', 'data', 'data structures', 'common data']"
"Describe the concept of an algorithm. Can you explain how you would approach designing an algorithm to solve a simple problem, such as finding the largest number in a list?",,,,False,"['designing algorithm', 'algorithm', 'algorithm explain']"
"What is a relational database? What is a SQL query, and what are some basic SQL commands you are familiar with (e.g., SELECT, FROM, WHERE)?",,,,False,"['database sql', 'select', 'sql', 'relational database', 'basic sql']"
Explain the difference between a primary key and a foreign key in a relational database. Why are they important?,,,,True,"['foreign key', 'key relational', 'primary key']"
Write a simple SQL query to retrieve all rows from a table named 'Customers' where the 'City' column is equal to 'London'.,,,,True,"['customers city', 'city column', 'sql', 'retrieve rows', 'london']"
"What is Git, and why is it important in software development?",,,,True,"['git', 'software development', 'git important']"
"Describe the basic Git commands you're familiar with (e.g., clone, add, commit, push, pull).",,,,False,"['basic git', 'git', 'git commands']"
Explain the concept of branching in Git and why it's useful in collaborative development.,,,,True,"['git', 'branching', 'branching git', 'git useful']"
"Walk me through your most challenging academic project.  Describe the problem you solved, the technologies you used, and any challenges you encountered and how you overcame them. Focus on the technical aspects.",,,,False,"['solved technologies', 'challenges encountered', 'challenging academic']"
"Explain the difference between an `if` statement, a `for` loop, and a `while` loop.  Give a simple example of each in a language you're familiar with (e.g., Python, Java, C++).",,,,True,"['statement loop', 'loop loop', 'java', 'python', 'loop simple']"
What is a function/method? Explain its purpose and provide a simple example.,,,,False,"['function', 'method explain', 'function method']"
What is the difference between `==` and `===` in a language like JavaScript (or explain the concept of strict equality vs. loose equality in your preferred language)?,,,,False,"['javascript', 'javascript explain', 'strict equality', 'equality vs']"
"Describe what data structures are and give examples of at least three different types (e.g., arrays, linked lists, hash tables). Mention when you might use one over another.",,,,False,"['at least three', 'different types', 'one', 'data structures', 'structures examples']"
"What is a relational database? What are tables, rows, and columns?",,,,True,"['database tables', 'database', 'relational database']"
Write a simple SQL query to select all rows from a table named 'users'.,,,,False,"['query select', 'sql', 'sql query', 'select rows']"
Write a SQL query to select users from the 'users' table where the age is greater than 25.,,,,True,"['select users', 'sql', 'age greater', 'table age']"
"What is a JOIN operation in SQL? Explain different types of joins (INNER JOIN, LEFT JOIN, etc.) with examples.",,,,True,"['sql', 'sql explain', 'joins', 'left join']"
What are primary keys and foreign keys and why are they important in database design?,,,,True,"['keys foreign', 'primary keys', 'foreign keys']"
Explain what Git is and why it's used in software development.,,,,True,"['git', 'git used', 'explain git']"
"Describe the common Git commands you use (e.g., `git clone`, `git add`, `git commit`, `git push`, `git pull`, `git branch`).",,,,True,"['commit git', 'git', 'git commands', 'use git']"
Walk me through your most challenging academic project.  What were the main components and how did you approach solving the problems you encountered?,,,,False,"['academic project', 'project main', 'challenging academic']"
What was your specific role and contribution to that project? What did you learn from this experience?,,,,False,"['role contribution', 'contribution project', 'specific role']"
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,,,,True,"['compilation interpretation', 'interpreted language', 'compiled language']"
"What is an algorithm? Describe a simple algorithm you're familiar with (e.g., finding the largest number in a list).",,,,True,"['algorithm', 'algorithm simple', 'simple algorithm']"
Explain the concept of data structures. Name at least three common data structures and briefly describe when you might use each one.,,,,True,"['data structures', 'at least three', 'structures briefly', 'common data']"
"What is a relational database? What are tables, rows, and columns in a relational database?",,,,True,"['database tables', 'database', 'relational database']"
Write a simple SQL query to select all rows from a table named 'Students' where the 'GPA' is greater than 3.5.,,,,True,"['gpa', 'sql', 'select rows', 'gpa greater', 'students gpa']"
"Explain the difference between 'SELECT', 'UPDATE', and 'DELETE' SQL commands.",,,,True,"['sql', 'select update', 'sql commands', 'delete sql']"
"What is Git, and why is it important in software development?",,,,True,"['git', 'software development', 'git important']"
"Describe the basic Git commands you are familiar with (e.g., `git clone`, `git add`, `git commit`, `git push`).",,,,True,"['basic git', 'git', 'git commands', 'commit git']"
Briefly explain the stages of a typical software development lifecycle (SDLC).,,,,False,"['software development', 'sdlc', 'lifecycle sdlc', 'development lifecycle']"
"Can you walk me through one of your academic projects?  Describe the problem you solved, your approach, the technologies you used, and any challenges you encountered.",,,,True,"['approach technologies', 'projects', 'academic projects', 'one']"
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,,,,True,"['compilation interpretation', 'interpreted language', 'compiled language']"
How do you stay updated with the latest technology trends?,,,,False,"['trends', 'technology trends', 'latest technology']"
What are data structures? Name three common data structures and briefly describe when you might use each one.,,,,True,"['three', 'data', 'data structures', 'common data']"
Describe the concept of an algorithm.  Explain what makes a good algorithm (think efficiency and correctness).,,,,False,"['algorithm', 'algorithm think', 'algorithm explain']"
What is a relational database?  What is a SQL query and what is its purpose?,,,,True,"['sql', 'database sql', 'database', 'relational database']"
Write a simple SQL query to select all rows from a table named 'Customers' where the 'City' column is 'London'.,,,,True,"['customers city', 'city column', 'sql', 'select rows', 'london']"
"Explain the difference between the SQL commands 'SELECT', 'INSERT', 'UPDATE', and 'DELETE'.",,,,True,"['select insert', 'sql', 'difference sql', 'sql commands']"
What is Git and why is it used in software development?,,,,True,"['git', 'git used', 'software development']"
"Explain the difference between 'git add', 'git commit', and 'git push'.",,,,True,"['commit git', 'git commit', 'git push']"
Describe a typical software development lifecycle (SDLC).  What are some common phases involved?,,,,True,"['software development', 'sdlc', 'lifecycle sdlc', 'development lifecycle']"
"Walk me through one of your academic projects.  Explain the problem you were trying to solve, your approach, the technologies you used, and what you learned from the experience.",,,,False,"['approach technologies', 'technologies', 'academic projects']"
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,,,,True,"['compilation interpretation', 'interpreted language', 'compiled language']"
What are data structures?  Can you name three common data structures and briefly describe when you might use each one?,,,,True,"['three', 'data structures', 'structures briefly', 'common data']"
Describe the concept of object-oriented programming (OOP). What are the four main principles of OOP?,,,,True,"['object oriented', 'programming oop', 'principles oop', 'four', 'oop']"
What is a relational database? What is a SQL query? Give a simple example of a SQL query to retrieve data from a table.,,,,True,"['example sql', 'database sql', 'sql', 'relational database']"
"Explain the difference between the SQL commands `SELECT`, `INSERT`, `UPDATE`, and `DELETE`.",,,,True,"['select insert', 'sql', 'difference sql', 'sql commands']"
"What are database indexes? Why are they used, and what are some potential drawbacks of using too many indexes?",,,,False,"['indexes used', 'indexes', 'database indexes']"
"Explain the basic Git commands: `git clone`, `git add`, `git commit`, `git push`, and `git pull`.",,,,True,"['basic git', 'commands git', 'git commands', 'git']"
What is a Git branch? Why are branches useful in software development?,,,,True,"['git', 'git branch', 'branch branches', 'branches useful']"
"Describe a typical software development lifecycle (SDLC).  What are some common methodologies used in SDLC (e.g., Agile, Waterfall)?",,,,True,"['agile', 'lifecycle sdlc', 'sdlc agile', 'sdlc', 'development lifecycle']"
"Can you walk me through one of your academic projects?  Focus on the technologies used, your role in the project, and any challenges you faced and how you overcame them.",,,,True,"['projects', 'one', 'academic projects', 'projects focus']"
Can you explain the core principles of Object-Oriented Programming (OOP) in Java?,,,,True,"['object oriented', 'programming oop', 'oop java', 'java', 'object-oriented programming']"
What are the main features of Java?,,,,True,"['java', 'main features', 'features java']"
What are the differences between '=='' and 'equals()' method in Java?,,,,False,"['java', 'differences equals', 'equals method', 'equals']"
How does Java handle memory management and garbage collection?,,,,True,"['garbage collection', 'handle memory', 'java', 'memory management']"
"What is the purpose of the 'final' keyword in Java? Can it be applied to variables, methods, and classes?",,,,False,"['keyword java', 'final keyword', 'purpose final', 'java']"
Can you explain the differences between an interface and an abstract class in Java?,,,,True,"['interface', 'java', 'abstract class', 'interface abstract']"
"What are Java Collections, and can you describe the differences between List, Set, and Map interfaces?",,,,False,"['java collections', 'map interfaces', 'map', 'collections differences', 'list, set']"
What is multithreading in Java and how does it benefit applications?,,,,False,"['multithreading java', 'java does', 'java', 'multithreading']"
What are exceptions in Java and how does exception handling work?,,,,False,"['java', 'exception handling', 'does exception', 'exceptions java']"
What is a lambda expression in Java and how is it used?,,,,True,"['lambda', 'java', 'lambda expression', 'expression java']"
Can you discuss the Java Stream API and its advantages?,,,,False,"['stream api', 'api advantages', 'java stream']"
"Can you explain the differences between JDK, JRE, and JVM?",,,,True,"['jdk', 'jre', 'jvm', 'differences jdk', 'jdk jre']"
What are the main principles of Object-Oriented Programming?,,,,True,"['main principles', 'object oriented', 'oriented programming', 'object-oriented programming']"
What is the difference between an interface and an abstract class in Java?,,,,True,"['interface', 'java', 'abstract class', 'interface abstract']"
How does Java achieve platform independence?,,,,True,"['java', 'does java', 'platform independence']"
"What are some common exceptions in Java, and how do you handle them?",,,,True,"['java', 'exceptions java', 'common exceptions', 'exceptions']"
Can you explain the concept of garbage collection in Java?,,,,True,"['garbage collection', 'concept garbage', 'collection java', 'java']"
What is the significance of the 'final' keyword in Java?,,,,True,"['keyword java', 'final keyword', 'java', 'significance final']"
Describe the Java Collections Framework and its advantages.,,,,False,"['collections framework', 'collections', 'java collections']"
"What are lambda expressions, and how do they enhance the functionality of Java?",,,,False,"['lambda', 'java', 'functionality java', 'lambda expressions']"
Can you explain the difference between the '== 'operator and the '.equals()' method?,,,,True,"['operator equals', ""the '.equals("", 'equals method', 'equals']"
Can you explain the main differences between Core Java and Advanced Java?,,,,False,"['advanced java', 'java advanced', 'core java']"
What is the role of the JVM in Java applications?,,,,False,"['role jvm', 'jvm', 'java', 'jvm java']"
How does Java achieve platform independence?,,,,True,"['java', 'does java', 'platform independence']"
Discuss the concept of Object-Oriented Programming (OOP) and its four main principles in Java.,,,,True,"['object oriented', 'oriented programming', 'programming oop', 'java', 'object-oriented programming']"
What is the difference between an interface and an abstract class in Java?,,,,True,"['interface', 'java', 'abstract class', 'interface abstract']"
Can you explain what Collections Framework is in Java and name a few common interfaces?,,,,False,"['collections framework', 'java', 'framework java', 'explain collections']"
What is the significance of the 'static' keyword in Java?,,,,True,"['significance static', 'java', 'static', 'static keyword']"
"In Python, what are decorators and how are they used?",,,,True,"['python decorators', 'decorators used', 'decorators']"
"What are list comprehensions in Python, and can you give an example?",,,,False,"['python example', 'python', 'list comprehensions', 'comprehensions python']"
Explain the use of the 'with' statement in Python and its benefits.,,,,False,"['python benefits', 'python', 'statement python']"
What is the difference between Python 2 and Python 3?,,,,False,"['python python', 'difference python', 'python 2 and python 3', 'python']"
How would you handle exceptions in Java and Python? Give a brief overview.,,,,False,"['java python', 'java', 'handle exceptions', 'exceptions java']"
"In a web application, can you differentiate between server-side and client-side processing?",,,,False,"['server client', 'differentiate server', 'client processing']"
"What are some common design patterns used in Java, and can you describe one in detail?",,,,True,"['design patterns', 'patterns', 'patterns used', 'java']"
Explain the concept of multithreading in Java. How do you achieve synchronization?,,,,False,"['multithreading java', 'java', 'multithreading', 'concept multithreading']"
Can you explain the concept of Object-Oriented Programming and its four main principles?,,,,True,"['object oriented', 'oriented programming', 'explain concept', 'object-oriented programming', 'four']"
What is the difference between '== ‘and ‘.equals()’ method in Java?,,,,True,"['java', 'difference equals', 'equals method', 'equals']"
"What is exception handling in Java, and how do you implement it?",,,,False,"['java implement', 'exception handling', 'handling java', 'java']"
"What are Java Collections, and can you name a few commonly used interfaces?",,,,False,"['collections commonly', 'used interfaces', 'java collections']"
Can you explain what Java's garbage collection is and how it works?,,,,True,"['garbage collection', 'java', 'explain java', 'java garbage']"
What is the significance of the 'static' keyword in Java?,,,,True,"['significance static', 'java', 'static', 'static keyword']"
Explain the concept of inheritance in Java. Can you give an example?,,,,True,"['inheritance', 'inheritance java', 'concept inheritance', 'java']"
What are the different access modifiers in Java and their scopes?,,,,True,"['modifiers java', 'access modifiers', 'java', 'java scopes']"
How does Java achieve platform independence?,,,,True,"['java', 'does java', 'platform independence']"
What is the difference between an interface and an abstract class?,,,,True,"['interface', 'abstract class', 'interface abstract']"
Can you explain the concept of Object-Oriented Programming (OOP) and its main principles?,,,,True,"['object oriented', 'oriented programming', 'object-oriented programming', 'programming oop']"
What is the difference between an abstract class and an interface in Java?,,,,True,"['interface java', 'java', 'abstract class', 'class interface']"
How does Java's garbage collection work?,,,,True,"['garbage collection', 'java', 'garbage', 'java garbage']"
Can you describe the Java Collections Framework and its main interfaces?,,,,True,"['collections framework', 'collections', 'java collections']"
What is the role of the 'final' keyword in Java?,,,,False,"['keyword java', 'final keyword', 'java', 'final']"
Explain the concept of exception handling in Java. How do you create a custom exception?,,,,True,"['java', 'custom exception', 'exception handling', 'exception']"
What are Java annotations and how are they used?,,,,True,"['java', 'annotations used', 'annotations', 'java annotations']"
Explain the differences between a checked and unchecked exception.,,,,False,"['checked unchecked', 'unchecked exception', 'unchecked']"
What is multithreading in Java? Can you discuss a scenario where it is useful?,,,,False,"['multithreading java', 'java discuss', 'java', 'multithreading']"
"What are lambda expressions, and how do they improve code readability in Java?",,,,False,"['lambda', 'readability java', 'java', 'lambda expressions']"
Discuss the significance of the 'this' keyword in Java.,,,,False,"['java', 'keyword java', 'keyword']"
"What is the difference between JDK, JRE, and JVM?",,,,True,"['jdk', 'jre', 'difference jdk', 'jvm', 'jdk jre']"
Can you explain the concept of Object-Oriented Programming and its main principles?,,,,True,"['object oriented', 'oriented programming', 'explain concept', 'object-oriented programming']"
"What are the access modifiers in Java, and how do they affect class members?",,,,True,"['modifiers java', 'access modifiers', 'java', 'modifiers']"
"How does Java handle memory management, and what is garbage collection?",,,,True,"['garbage collection', 'handle memory', 'java', 'memory management']"
Describe the differences between an interface and an abstract class in Java.,,,,True,"['java', 'abstract class', 'interface abstract', 'class java']"
"What are exceptions in Java, and what is the difference between checked and unchecked exceptions?",,,,True,"['java', 'exceptions java', 'unchecked exceptions', 'exceptions']"
Explain the collections framework in Java. Can you name some commonly used collection classes?,,,,True,"['collections framework', 'collection classes', 'java', 'explain collections']"
What is multithreading in Java? How does synchronization work?,,,,False,"['multithreading java', 'java', 'multithreading', 'does synchronization']"
Can you discuss how Java handles database connectivity?,,,,False,"['java', 'database connectivity', 'discuss java', 'handles database']"
"What is the significance of the 'final', 'finally', and 'finalize' keywords in Java?",,,,True,"['java', 'keywords java', 'finalize keywords', 'finally finalize']"
"What design patterns are you familiar with in Java, and when would you use them?",,,,False,"['design patterns', 'java', 'java use']"
How do you optimize the performance of a Java application?,,,,False,"['java', 'performance java', 'optimize performance', 'java application']"
What are the main principles of Object-Oriented Programming (OOP) in Java?,,,,True,"['object oriented', 'programming oop', 'oop java', 'java', 'object-oriented programming']"
Can you explain the concept of exception handling in Java? How do you create a custom exception?,,,,True,"['java', 'custom exception', 'exception handling', 'exception']"
What is the difference between an ArrayList and a LinkedList in Java? When would you use one over the other?,,,,True,"['java', 'linkedlist', 'arraylist linkedlist', 'arraylist', 'linkedlist java']"
Describe the role of the JVM (Java Virtual Machine) in Java. Why is it important?,,,,False,"['java', 'jvm', 'machine java', 'jvm java']"
What is normalization in MySQL? Can you explain the different normal forms?,,,,False,"['mysql explain', 'normalization', 'normalization mysql']"
How do you perform a join operation in SQL? Can you explain the different types of joins?,,,,False,"['sql', 'sql explain', 'joins', 'join operation']"
What are stored procedures in MySQL? What are the advantages of using stored procedures?,,,,False,"['procedures', 'procedures mysql', 'stored procedures']"
"In Java, what are the differences between '== operator' and '.equals() method'?",,,,True,"['operator equals', 'java', 'java differences', 'equals method']"
"What is a primary key in MySQL, and how is it different from a foreign key?",,,,False,"['foreign key', 'key mysql', 'primary key']"
Can you describe how Java handles concurrency? What are some common concurrency issues?,,,,False,"['handles concurrency', 'java', 'common concurrency', 'concurrency']"
"What is indexing in MySQL, and how does it improve query performance?",,,,False,"['query performance', 'indexing', 'indexing mysql']"
Explain the difference between the 'SELECT' statement and 'SELECT DISTINCT' in SQL.,,,,False,"['sql', 'select distinct', 'select statement', 'distinct sql']"
What are the different access modifiers in Java and how do they affect class design?,,,,False,"['modifiers java', 'access modifiers', 'java', 'modifiers']"
How would you implement error handling in a Java application that interacts with a MySQL database?,,,,False,"['java', 'error handling', 'java application', 'interacts mysql']"
Can you explain the concept of a transaction in MySQL? What are ACID properties?,,,,False,"['transaction', 'mysql acid', 'transaction mysql']"
"Can you explain the difference between JDK, JRE, and JVM?",,,,True,"['jdk', 'jre', 'difference jdk', 'jvm', 'jdk jre']"
What are the main principles of Object-Oriented Programming (OOP) in Java?,,,,True,"['object oriented', 'programming oop', 'oop java', 'java', 'object-oriented programming']"
How does Java achieve platform independence?,,,,True,"['java', 'does java', 'platform independence']"
Explain the concept of inheritance and its types in Java.,,,,True,"['inheritance', 'java', 'inheritance types', 'types java']"
"What is the purpose of the 'final' keyword in Java? Discuss its use in classes, methods, and variables.",,,,False,"['keyword java', 'final keyword', 'purpose final', 'java']"
Can you describe exception handling in Java? What is the difference between checked and unchecked exceptions?,,,,True,"['java', 'exception handling', 'handling java', 'unchecked exceptions']"
What are collections in Java and what are the main interfaces in the Java Collections Framework?,,,,True,"['collections framework', 'collections java', 'java', 'java collections']"
How does garbage collection work in Java? What are the different types of references?,,,,False,"['garbage collection', 'java', 'garbage', 'does garbage']"
Explain the concept of multithreading in Java. How would you create a thread?,,,,True,"['multithreading java', 'java', 'multithreading', 'concept multithreading']"
What are some common design patterns used in Java? Can you explain one in detail?,,,,True,"['design patterns', 'java explain', 'patterns used', 'java']"
Can you explain the main principles of Object-Oriented Programming and how they are implemented in Java?,,,,True,"['object oriented', 'oriented programming', 'implemented java', 'java', 'object-oriented programming']"
"What is the difference between JDK, JRE, and JVM?",,,,True,"['jdk', 'jre', 'difference jdk', 'jvm', 'jdk jre']"
How does garbage collection work in Java? Can you explain its importance?,,,,False,"['garbage collection', 'java explain', 'java', 'does garbage']"
"What are the access modifiers in Java, and how do they affect the visibility of class members?",,,,True,"['visibility class', 'access modifiers', 'modifiers java', 'java']"
Can you explain the concept of inheritance and how it is used in Java with an example?,,,,True,"['inheritance', 'concept inheritance', 'java', 'inheritance used']"
What are interfaces and abstract classes in Java? When would you use one over the other?,,,,True,"['abstract classes', 'java', 'interfaces abstract', 'interfaces']"
Describe exception handling in Java. What is the difference between checked and unchecked exceptions?,,,,True,"['java', 'exception handling', 'unchecked exceptions', 'exceptions']"
How do you implement a singleton design pattern in Java?,,,,False,"['implement singleton', 'singleton', 'java', 'singleton design']"
What are Java Collections Framework interfaces and their significance?,,,,False,"['collections framework', 'framework interfaces', 'java collections framework', 'java collections']"
Can you explain how multithreading works in Java and the role of the 'synchronized' keyword?,,,,False,"['java', 'multithreading works', 'multithreading', 'explain multithreading']"
"Can you explain the difference between JDK, JRE, and JVM?",,,,True,"['jdk', 'jre', 'difference jdk', 'jvm', 'jdk jre']"
What are the main principles of Object-Oriented Programming in Java?,,,,True,"['programming java', 'object oriented', 'object-oriented programming', 'java']"
How does Java achieve platform independence?,,,,True,"['java', 'does java', 'platform independence']"
Can you describe what an interface is in Java and how it differs from an abstract class?,,,,False,"['interface java', 'java', 'abstract class', 'interface']"
What is the purpose of the 'final' keyword in Java?,,,,True,"['keyword java', 'final keyword', 'purpose final', 'java']"
Explain exception handling in Java. What are checked and unchecked exceptions?,,,,True,"['explain exception', 'exception handling', 'java', 'unchecked exceptions']"
What is the significance of the 'static' keyword in Java?,,,,True,"['significance static', 'java', 'static', 'static keyword']"
Could you explain the differences between a HashMap and a Hashtable?,,,,True,"['hashmap hashtable', 'hashtable', 'hashmap', 'differences hashmap']"
What are the main advantages of using Java Collections Framework?,,,,False,"['collections framework', 'collections', 'java collections framework', 'java collections']"
Explain the concept of garbage collection in Java. Why is it important?,,,,True,"['garbage collection', 'concept garbage', 'collection java', 'java']"
"What is the difference between String, StringBuilder, and StringBuffer?",,,,False,"['string stringbuilder', 'string', 'stringbuffer', 'stringbuilder', 'stringbuilder stringbuffer']"
How do you handle multithreading in Java? Can you explain the concept of synchronization?,,,,False,"['multithreading java', 'java', 'handle multithreading', 'multithreading']"
What is Java Stream API and how does it enhance the development experience?,,,,False,"['java stream api', 'stream', 'stream api', 'java stream']"
Can you explain the Observer Design Pattern and when would you use it?,,,,False,"['the observer design pattern', 'observer design', 'explain observer', 'observer']"
Can you explain the main principles of Object-Oriented Programming in Java?,,,,True,"['programming java', 'object oriented', 'oriented programming', 'java', 'object-oriented programming']"
What is the difference between an interface and an abstract class in Java?,,,,True,"['interface', 'java', 'abstract class', 'interface abstract']"
How does Java handle memory management? Can you explain the role of the Garbage Collector?,,,,False,"['garbage collector', 'handle memory', 'the garbage collector', 'java', 'memory management']"
What is the significance of the 'static' keyword in Java?,,,,True,"['significance static', 'java', 'static', 'static keyword']"
Can you explain what exceptions are in Java and the difference between checked and unchecked exceptions?,,,,True,"['java', 'explain exceptions', 'exceptions java', 'unchecked exceptions']"
What do you understand by Collections framework in Java? Can you name a few key interfaces and their utilities?,,,,False,"['framework java', 'collections', 'java', 'understand collections', 'collections framework']"
"How does the 'finally' block work in exception handling, and when will it execute?",,,,False,"['does finally', 'exception handling', 'finally block']"
What is the difference between '==' and '.equals()' in Java?,,,,True,"['java', 'equals java', 'difference equals', 'equals']"
Explain the Java Memory Model and how it relates to multithreading.,,,,False,"['java memory', 'relates multithreading', 'multithreading']"
Can you describe a scenario where you would use a HashMap instead of a TreeMap?,,,,False,"['hashmap instead', 'instead treemap', 'treemap', 'hashmap']"
Can you explain the concept of Java Virtual Machine (JVM) and its role in Java applications?,,,,False,"['java virtual', 'jvm', 'java virtual machine', 'java', 'java applications']"
What are the main principles of Object-Oriented Programming in Java?,,,,True,"['programming java', 'object oriented', 'object-oriented programming', 'java']"
"What are the differences between JDK, JRE, and JVM?",,,,True,"['jdk', 'jre', 'jvm', 'differences jdk', 'jdk jre']"
How does Java achieve platform independence?,,,,True,"['java', 'does java', 'platform independence']"
What is the significance of the 'final' keyword in Java? Can you give examples of its application?,,,,False,"['keyword java', 'final keyword', 'java', 'java examples']"
Discuss the concept of exception handling in Java. What are checked and unchecked exceptions?,,,,True,"['java', 'java checked', 'exception handling', 'unchecked exceptions']"
Explain the difference between an abstract class and an interface in Java. When would you use each?,,,,True,"['interface java', 'java', 'abstract class', 'class interface']"
"What are Java annotations, and how are they used?",,,,True,"['java', 'annotations used', 'annotations', 'java annotations']"
Can you describe how garbage collection works in Java? What are some garbage collection algorithms?,,,,True,"['garbage collection', 'java', 'garbage', 'java garbage']"
"What is multithreading in Java? How do you create a thread, and what is the difference between extending Thread and implementing Runnable?",,,,True,"['runnable', 'multithreading java', 'thread implementing', 'java', 'thread']"
"What is the Java Collections Framework? Can you discuss the differences between List, Set, and Map?",,,,False,"['collections', 'java collections', 'map', 'collections framework', 'list, set']"
Explain the use of the 'synchronized' keyword in Java. How does it help in thread safety?,,,,False,"['java', 'use synchronized', 'thread safety', 'synchronized keyword']"
Describe the process of creating a JavaFX application. What are the key components involved?,,,,False,"['javafx application', 'javafx', 'creating javafx']"
Can you discuss Stream API in Java 8 and its benefits for handling collections?,,,,False,"['discuss stream', 'handling collections', 'stream api', 'java 8']"
What are lambda expressions in Java? How do they contribute to functional programming?,,,,False,"['lambda', 'java', 'expressions java', 'lambda expressions']"
Can you explain the concept of Object-Oriented Programming and how it is implemented in Java?,,,,True,"['object oriented', 'oriented programming', 'implemented java', 'java', 'object-oriented programming']"
What is the difference between an abstract class and an interface in Java?,,,,True,"['interface java', 'java', 'abstract class', 'class interface']"
How does exception handling work in Java? Can you differentiate between checked and unchecked exceptions?,,,,True,"['java', 'exception handling', 'does exception', 'unchecked exceptions']"
"What are Java Collections, and can you describe the main interfaces of the Collections Framework?",,,,True,"['collections framework', 'the collections framework', 'collections main', 'java collections']"
"Explain the concept of Java Memory Management, focusing on the heap and stack.",,,,False,"['java memory', 'heap stack', 'java memory management', 'memory management']"
What are Java Streams and how do they differ from collections?,,,,False,"['java streams', 'streams differ', 'streams']"
"Can you explain the 'final', 'finally', and 'finalize' keywords in Java?",,,,True,"['java', 'keywords java', 'finalize keywords', 'explain final']"
