Questions,Duplicate,Tags,Difficulty Level,duplicate,tags,difficulty_score,difficulty_level
Explain the difference between a stack and a queue data structure.  Give examples of when you might use each.,,,,True,"queue data,stack queue,difference stack",2.2,Easy
"What is an algorithm? Describe a simple sorting algorithm (e.g., bubble sort) and explain its time complexity.",,,,False,"sorting algorithm,algorithm simple,algorithm bubble",3.0,Medium
"What are the basic principles of object-oriented programming (OOP)? (Encapsulation, Inheritance, Polymorphism).  Give a simple example.",,,,True,"oriented programming,object oriented,programming oop",5.5,Medium
"What is a relational database? What are tables, rows, and columns in a relational database?",,,,True,"database tables,database,relational database",3.0,Medium
Write a simple SQL query to retrieve all rows from a table named 'users' where the 'age' column is greater than 25.,,,,True,"sql,age column,simple sql,users age",1.9,Easy
Explain the difference between a primary key and a foreign key in a relational database.,,,,True,"primary key,foreign key,relational database",3.3,Medium
Describe your understanding of Git. What are some common Git commands you use?,,,,False,"git,git commands,understanding git,common git",2.3,Easy
Explain the difference between 'git merge' and 'git rebase'.,,,,True,"rebase,git merge,merge git,git rebase",2.5,Easy
"What is a typical software development lifecycle (SDLC)? Describe a common methodology (e.g., Agile).",,,,False,"development lifecycle,agile,sdlc,software development,lifecycle sdlc",4.1,Medium
"Walk me through one of your academic projects. Explain the technologies used, your role, and any challenges you faced.",,,,True,"explain technologies,academic projects,technologies",1.4,Easy
Explain the difference between `==` and `===` in JavaScript (or the equivalent in your preferred language).,,,,True,"javascript,difference javascript,javascript equivalent",2.8,Easy
What is the difference between a stack and a queue data structure?  Give examples of when you might use each.,,,,True,"queue data,stack queue,difference stack",2.1,Easy
Describe what an algorithm is and give an example of a simple algorithm you know.,,,,False,"algorithm,simple algorithm,algorithm example",2.3,Easy
"What is a recursive function? Explain with a simple example (e.g., factorial calculation).",,,,True,"recursive function,function explain,recursive",3.6,Medium
What is a relational database?  Name some popular relational database management systems (RDBMS).,,,,True,"systems rdbms,database management,relational database",4.1,Medium
Write a simple SQL query to select all rows from a table named 'users' where the 'age' column is greater than 25.,,,,True,"sql,age column,simple sql,users age",1.9,Easy
"Explain the difference between `SELECT`, `INSERT`, `UPDATE`, and `DELETE` SQL commands.",,,,True,"update delete,delete sql,sql,sql commands",2.8,Easy
"What is a JOIN in SQL? Explain different types of JOINs (INNER JOIN, LEFT JOIN, etc.) with examples.",,,,True,"sql,joins,join sql,sql explain",2.1,Easy
What is normalization in databases? Why is it important?,,,,True,"normalization,normalization databases,databases important",2.5,Easy
What is Git and why is it used in software development?,,,,True,"git used,software development,git",2.0,Easy
"Explain the difference between `git add`, `git commit`, and `git push`.",,,,True,"git push,commit git,git commit",2.6,Easy
What is a Git branch? Why are branches useful?,,,,True,"git,branch branches,git branch,branches useful",1.2,Easy
Describe a typical software development lifecycle (SDLC).,,,,True,"sdlc,lifecycle sdlc,development lifecycle",5.5,Medium
"Walk me through one of your academic projects. What problem did it solve, and what technologies did you use?",,,,False,"solve technologies,academic projects,technologies",1.3,Easy
"What was your role in the project, and what challenges did you face? How did you overcome them?",,,,True,"role project,project challenges,challenges",1.0,Easy
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,,,,True,"compilation interpretation,compiled language,interpreted language",4.7,Medium
What is the difference between a stack and a queue data structure?  When would you use each?,,,,True,"queue data,stack queue,difference stack",1.7,Easy
"Describe what an algorithm is and provide a simple example of an algorithm you've encountered (e.g., searching a list).",,,,False,"example algorithm,algorithm provide,algorithm",2.8,Easy
Explain the concept of Big O notation and its importance in algorithm analysis. Give an example of an O(n) and an O(n^2) algorithm.,,,,True,"algorithm analysis,big notation,notation importance",3.4,Medium
What is a relational database? What are some common relational database management systems (RDBMS)?,,,,True,"systems rdbms,database management,relational database",3.7,Medium
Write a simple SQL query to select all rows from a table named 'users' where the 'age' column is greater than 25.,,,,True,"sql,age column,simple sql,users age",1.9,Easy
"Explain the difference between the SQL commands `SELECT`, `INSERT`, `UPDATE`, and `DELETE`.",,,,True,"sql,select insert,difference sql,sql commands",3.0,Easy
What is a database index? How can it improve query performance?,,,,True,"index improve,database index,index",2.4,Easy
What is normalization in databases and why is it important?,,,,True,"normalization,normalization databases,databases important",2.4,Easy
Describe your experience with Git.  What are some common Git commands you use?,,,,True,"git,git commands,experience git",2.2,Easy
Explain the difference between `git merge` and `git rebase`.,,,,True,"git merge,merge git,git rebase",2.5,Easy
"Walk me through one of your academic projects.  Explain the problem you were solving, your approach, and the technologies you used.",,,,True,"academic projects,technologies,approach technologies",1.8,Easy
"What was your role in this project? What challenges did you encounter, and how did you overcome them?",,,,True,"project,role project,project challenges",1.0,Easy
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,,,,True,"compilation interpretation,compiled language,interpreted language",4.7,Medium
What are data structures?  Name three common data structures and briefly describe when you might use each one.,,,,True,"three,data structures,common data,data",1.9,Easy
"Describe the concept of an algorithm. Can you explain how you would approach designing an algorithm to solve a simple problem, such as finding the largest number in a list?",,,,False,"algorithm explain,designing algorithm,algorithm",2.5,Easy
"What is a relational database? What is a SQL query, and what are some basic SQL commands you are familiar with (e.g., SELECT, FROM, WHERE)?",,,,False,"database sql,select,relational database,basic sql,sql",1.8,Easy
Explain the difference between a primary key and a foreign key in a relational database. Why are they important?,,,,True,"primary key,foreign key,key relational",2.9,Easy
Write a simple SQL query to retrieve all rows from a table named 'Customers' where the 'City' column is equal to 'London'.,,,,True,"london,retrieve rows,customers city,sql,city column",2.4,Easy
"What is Git, and why is it important in software development?",,,,True,"git,git important,software development",2.3,Easy
"Describe the basic Git commands you're familiar with (e.g., clone, add, commit, push, pull).",,,,False,"git,git commands,basic git",1.6,Easy
Explain the concept of branching in Git and why it's useful in collaborative development.,,,,True,"branching,git useful,branching git,git",3.3,Medium
"Walk me through your most challenging academic project.  Describe the problem you solved, the technologies you used, and any challenges you encountered and how you overcame them. Focus on the technical aspects.",,,,False,"challenging academic,solved technologies,challenges encountered",2.3,Easy
"Explain the difference between an `if` statement, a `for` loop, and a `while` loop.  Give a simple example of each in a language you're familiar with (e.g., Python, Java, C++).",,,,True,"loop simple,java,loop loop,statement loop,python",2.0,Easy
What is a function/method? Explain its purpose and provide a simple example.,,,,False,"function,function method,method explain",2.9,Easy
What is the difference between `==` and `===` in a language like JavaScript (or explain the concept of strict equality vs. loose equality in your preferred language)?,,,,False,"javascript,javascript explain,strict equality,equality vs",2.5,Easy
"Describe what data structures are and give examples of at least three different types (e.g., arrays, linked lists, hash tables). Mention when you might use one over another.",,,,False,"one,at least three,different types,structures examples,data structures",2.0,Easy
"What is a relational database? What are tables, rows, and columns?",,,,True,"database tables,database,relational database",2.2,Easy
Write a simple SQL query to select all rows from a table named 'users'.,,,,False,"sql,sql query,query select,select rows",1.7,Easy
Write a SQL query to select users from the 'users' table where the age is greater than 25.,,,,True,"sql,table age,select users,age greater",1.5,Easy
"What is a JOIN operation in SQL? Explain different types of joins (INNER JOIN, LEFT JOIN, etc.) with examples.",,,,True,"sql,joins,left join,sql explain",2.8,Easy
What are primary keys and foreign keys and why are they important in database design?,,,,True,"primary keys,keys foreign,foreign keys",2.6,Easy
Explain what Git is and why it's used in software development.,,,,True,"git used,explain git,git",2.3,Easy
"Describe the common Git commands you use (e.g., `git clone`, `git add`, `git commit`, `git push`, `git pull`, `git branch`).",,,,True,"git,git commands,commit git,use git",1.7,Easy
Walk me through your most challenging academic project.  What were the main components and how did you approach solving the problems you encountered?,,,,False,"challenging academic,project main,academic project",2.0,Easy
What was your specific role and contribution to that project? What did you learn from this experience?,,,,False,"contribution project,role contribution,specific role",2.2,Easy
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,,,,True,"compilation interpretation,compiled language,interpreted language",4.7,Medium
"What is an algorithm? Describe a simple algorithm you're familiar with (e.g., finding the largest number in a list).",,,,True,"algorithm simple,simple algorithm,algorithm",1.9,Easy
Explain the concept of data structures. Name at least three common data structures and briefly describe when you might use each one.,,,,True,"structures briefly,data structures,at least three,common data",2.3,Easy
"What is a relational database? What are tables, rows, and columns in a relational database?",,,,True,"database tables,database,relational database",3.0,Medium
Write a simple SQL query to select all rows from a table named 'Students' where the 'GPA' is greater than 3.5.,,,,True,"students gpa,3.5,gpa,gpa greater,sql",1.8,Easy
"Explain the difference between 'SELECT', 'UPDATE', and 'DELETE' SQL commands.",,,,True,"sql,select update,delete sql,sql commands",3.3,Medium
"What is Git, and why is it important in software development?",,,,True,"git,git important,software development",2.3,Easy
"Describe the basic Git commands you are familiar with (e.g., `git clone`, `git add`, `git commit`, `git push`).",,,,True,"git,git commands,commit git,basic git",1.8,Easy
Briefly explain the stages of a typical software development lifecycle (SDLC).,,,,False,"sdlc,software development,lifecycle sdlc,development lifecycle",3.8,Medium
"Can you walk me through one of your academic projects?  Describe the problem you solved, your approach, the technologies you used, and any challenges you encountered.",,,,True,"academic projects,projects,one,approach technologies",1.9,Easy
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,,,,True,"compilation interpretation,compiled language,interpreted language",4.7,Medium
How do you stay updated with the latest technology trends?,,,,False,"technology trends,latest technology,trends",2.4,Easy
What are data structures? Name three common data structures and briefly describe when you might use each one.,,,,True,"three,data structures,common data,data",1.9,Easy
Describe the concept of an algorithm.  Explain what makes a good algorithm (think efficiency and correctness).,,,,False,"algorithm explain,algorithm think,algorithm",3.3,Medium
What is a relational database?  What is a SQL query and what is its purpose?,,,,True,"database sql,sql,database,relational database",1.5,Easy
Write a simple SQL query to select all rows from a table named 'Customers' where the 'City' column is 'London'.,,,,True,"london,customers city,sql,city column,select rows",2.3,Easy
"Explain the difference between the SQL commands 'SELECT', 'INSERT', 'UPDATE', and 'DELETE'.",,,,True,"sql,select insert,difference sql,sql commands",3.1,Medium
What is Git and why is it used in software development?,,,,True,"git used,software development,git",2.0,Easy
"Explain the difference between 'git add', 'git commit', and 'git push'.",,,,True,"git push,commit git,git commit",2.8,Easy
Describe a typical software development lifecycle (SDLC).  What are some common phases involved?,,,,True,"sdlc,software development,lifecycle sdlc,development lifecycle",3.7,Medium
"Walk me through one of your academic projects.  Explain the problem you were trying to solve, your approach, the technologies you used, and what you learned from the experience.",,,,False,"academic projects,technologies,approach technologies",2.0,Easy
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,,,,True,"compilation interpretation,compiled language,interpreted language",4.7,Medium
What are data structures?  Can you name three common data structures and briefly describe when you might use each one?,,,,True,"three,structures briefly,data structures,common data",1.6,Easy
Describe the concept of object-oriented programming (OOP). What are the four main principles of OOP?,,,,True,"principles oop,four,oop,object oriented,programming oop",3.1,Medium
What is a relational database? What is a SQL query? Give a simple example of a SQL query to retrieve data from a table.,,,,True,"database sql,example sql,sql,relational database",2.2,Easy
"Explain the difference between the SQL commands `SELECT`, `INSERT`, `UPDATE`, and `DELETE`.",,,,True,"sql,select insert,difference sql,sql commands",3.0,Easy
"What are database indexes? Why are they used, and what are some potential drawbacks of using too many indexes?",,,,False,"indexes,indexes used,database indexes",2.1,Easy
"Explain the basic Git commands: `git clone`, `git add`, `git commit`, `git push`, and `git pull`.",,,,True,"git,git commands,basic git,commands git",2.3,Easy
What is a Git branch? Why are branches useful in software development?,,,,True,"git,branch branches,git branch,branches useful",2.6,Easy
"Describe a typical software development lifecycle (SDLC).  What are some common methodologies used in SDLC (e.g., Agile, Waterfall)?",,,,True,"development lifecycle,sdlc agile,agile,sdlc,lifecycle sdlc",3.5,Medium
"Can you walk me through one of your academic projects?  Focus on the technologies used, your role in the project, and any challenges you faced and how you overcame them.",,,,True,"academic projects,projects focus,projects,one",1.4,Easy
Can you explain the core principles of Object-Oriented Programming (OOP) in Java?,,,,True,"object-oriented programming,java,object oriented,oop java,programming oop",4.0,Medium
What are the main features of Java?,,,,True,"features java,main features,java",1.5,Easy
What are the differences between '=='' and 'equals()' method in Java?,,,,False,"differences equals,equals,java,equals method",1.9,Easy
How does Java handle memory management and garbage collection?,,,,True,"garbage collection,java,memory management,handle memory",4.6,Medium
"What is the purpose of the 'final' keyword in Java? Can it be applied to variables, methods, and classes?",,,,False,"purpose final,final keyword,keyword java,java",2.0,Easy
Can you explain the differences between an interface and an abstract class in Java?,,,,True,"interface abstract,abstract class,java,interface",2.9,Easy
"What are Java Collections, and can you describe the differences between List, Set, and Map interfaces?",,,,False,"java collections,list, set,map interfaces,collections differences,map",3.4,Medium
What is multithreading in Java and how does it benefit applications?,,,,False,"java,multithreading java,multithreading,java does",3.1,Medium
What are exceptions in Java and how does exception handling work?,,,,False,"exceptions java,does exception,exception handling,java",2.7,Easy
What is a lambda expression in Java and how is it used?,,,,True,"lambda,expression java,lambda expression,java",1.3,Easy
Can you discuss the Java Stream API and its advantages?,,,,False,"stream api,java stream,api advantages",2.4,Easy
"Can you explain the differences between JDK, JRE, and JVM?",,,,True,"differences jdk,jdk jre,jvm,jre,jdk",2.2,Easy
What are the main principles of Object-Oriented Programming?,,,,True,"oriented programming,object-oriented programming,main principles,object oriented",4.4,Medium
What is the difference between an interface and an abstract class in Java?,,,,True,"interface abstract,abstract class,java,interface",2.6,Easy
How does Java achieve platform independence?,,,,True,"does java,java,platform independence",3.9,Medium
"What are some common exceptions in Java, and how do you handle them?",,,,True,"common exceptions,exceptions java,exceptions,java",1.7,Easy
Can you explain the concept of garbage collection in Java?,,,,True,"garbage collection,concept garbage,collection java,java",2.8,Easy
What is the significance of the 'final' keyword in Java?,,,,True,"significance final,final keyword,keyword java,java",2.6,Easy
Describe the Java Collections Framework and its advantages.,,,,False,"collections framework,java collections,collections",4.4,Medium
"What are lambda expressions, and how do they enhance the functionality of Java?",,,,False,"functionality java,lambda,lambda expressions,java",3.0,Easy
Can you explain the difference between the '== 'operator and the '.equals()' method?,,,,True,"operator equals,the '.equals(,equals,equals method",2.6,Easy
Can you explain the main differences between Core Java and Advanced Java?,,,,False,"core java,advanced java,java advanced",3.3,Medium
What is the role of the JVM in Java applications?,,,,False,"jvm,role jvm,java,jvm java",2.4,Easy
How does Java achieve platform independence?,,,,True,"does java,java,platform independence",3.9,Medium
Discuss the concept of Object-Oriented Programming (OOP) and its four main principles in Java.,,,,True,"object-oriented programming,four,java,oriented programming,object oriented",4.2,Medium
What is the difference between an interface and an abstract class in Java?,,,,True,"interface abstract,abstract class,java,interface",2.6,Easy
Can you explain what Collections Framework is in Java and name a few common interfaces?,,,,False,"collections framework,explain collections,java,framework java",2.6,Easy
What is the significance of the 'static' keyword in Java?,,,,True,"significance static,static,static keyword,java",2.6,Easy
"In Python, what are decorators and how are they used?",,,,True,"decorators used,decorators,python decorators",1.3,Easy
"What are list comprehensions in Python, and can you give an example?",,,,False,"comprehensions python,list comprehensions,python,python example",2.2,Easy
Explain the use of the 'with' statement in Python and its benefits.,,,,False,"python,python benefits,statement python",1.8,Easy
What is the difference between Python 2 and Python 3?,,,,False,"python python,python 2 and python 3,python,difference python",1.7,Easy
How would you handle exceptions in Java and Python? Give a brief overview.,,,,False,"java python,exceptions java,handle exceptions,java",1.9,Easy
"In a web application, can you differentiate between server-side and client-side processing?",,,,False,"differentiate server,server client,client processing",4.4,Medium
"What are some common design patterns used in Java, and can you describe one in detail?",,,,True,"design patterns,patterns,patterns used,java",2.2,Easy
Explain the concept of multithreading in Java. How do you achieve synchronization?,,,,False,"java,multithreading java,multithreading,concept multithreading",3.1,Medium
Can you explain the concept of Object-Oriented Programming and its four main principles?,,,,True,"object-oriented programming,four,oriented programming,object oriented,explain concept",3.5,Medium
What is the difference between '== ‘and ‘.equals()’ method in Java?,,,,True,"difference equals,equals,java,equals method",1.6,Easy
"What is exception handling in Java, and how do you implement it?",,,,False,"java implement,java,exception handling,handling java",2.3,Easy
"What are Java Collections, and can you name a few commonly used interfaces?",,,,False,"collections commonly,java collections,used interfaces",2.3,Easy
Can you explain what Java's garbage collection is and how it works?,,,,True,"garbage collection,java garbage,java,explain java",1.6,Easy
What is the significance of the 'static' keyword in Java?,,,,True,"significance static,static,static keyword,java",2.6,Easy
Explain the concept of inheritance in Java. Can you give an example?,,,,True,"inheritance java,concept inheritance,inheritance,java",3.0,Medium
What are the different access modifiers in Java and their scopes?,,,,True,"modifiers java,java scopes,access modifiers,java",2.7,Easy
How does Java achieve platform independence?,,,,True,"does java,java,platform independence",3.9,Medium
What is the difference between an interface and an abstract class?,,,,True,"interface abstract,abstract class,interface",2.4,Easy
Can you explain the concept of Object-Oriented Programming (OOP) and its main principles?,,,,True,"oriented programming,object-oriented programming,object oriented,programming oop",3.6,Medium
What is the difference between an abstract class and an interface in Java?,,,,True,"abstract class,interface java,class interface,java",2.6,Easy
How does Java's garbage collection work?,,,,True,"garbage collection,java garbage,garbage,java",2.4,Easy
Can you describe the Java Collections Framework and its main interfaces?,,,,True,"collections framework,java collections,collections",3.1,Medium
What is the role of the 'final' keyword in Java?,,,,False,"final keyword,final,keyword java,java",1.6,Easy
Explain the concept of exception handling in Java. How do you create a custom exception?,,,,True,"exception,exception handling,custom exception,java",3.4,Medium
What are Java annotations and how are they used?,,,,True,"java annotations,annotations,annotations used,java",1.7,Easy
Explain the differences between a checked and unchecked exception.,,,,False,"unchecked exception,checked unchecked,unchecked",2.8,Easy
What is multithreading in Java? Can you discuss a scenario where it is useful?,,,,False,"java discuss,multithreading java,multithreading,java",1.7,Easy
"What are lambda expressions, and how do they improve code readability in Java?",,,,False,"readability java,lambda,lambda expressions,java",2.9,Easy
Discuss the significance of the 'this' keyword in Java.,,,,False,"keyword,keyword java,java",3.0,Easy
"What is the difference between JDK, JRE, and JVM?",,,,True,"jdk jre,jvm,difference jdk,jre,jdk",1.9,Easy
Can you explain the concept of Object-Oriented Programming and its main principles?,,,,True,"oriented programming,explain concept,object-oriented programming,object oriented",3.9,Medium
"What are the access modifiers in Java, and how do they affect class members?",,,,True,"modifiers java,modifiers,access modifiers,java",2.4,Easy
"How does Java handle memory management, and what is garbage collection?",,,,True,"garbage collection,java,memory management,handle memory",3.6,Medium
Describe the differences between an interface and an abstract class in Java.,,,,True,"interface abstract,abstract class,class java,java",3.3,Medium
"What are exceptions in Java, and what is the difference between checked and unchecked exceptions?",,,,True,"exceptions java,unchecked exceptions,exceptions,java",2.5,Easy
Explain the collections framework in Java. Can you name some commonly used collection classes?,,,,True,"collections framework,explain collections,java,collection classes",3.2,Medium
What is multithreading in Java? How does synchronization work?,,,,False,"does synchronization,multithreading java,multithreading,java",2.9,Easy
Can you discuss how Java handles database connectivity?,,,,False,"discuss java,handles database,database connectivity,java",4.3,Medium
"What is the significance of the 'final', 'finally', and 'finalize' keywords in Java?",,,,True,"finally finalize,keywords java,finalize keywords,java",3.1,Medium
"What design patterns are you familiar with in Java, and when would you use them?",,,,False,"design patterns,java,java use",1.6,Easy
How do you optimize the performance of a Java application?,,,,False,"java application,performance java,optimize performance,java",3.4,Medium
What are the main principles of Object-Oriented Programming (OOP) in Java?,,,,True,"object-oriented programming,java,object oriented,oop java,programming oop",4.0,Medium
Can you explain the concept of exception handling in Java? How do you create a custom exception?,,,,True,"exception,exception handling,custom exception,java",2.9,Easy
What is the difference between an ArrayList and a LinkedList in Java? When would you use one over the other?,,,,True,"linkedlist,java,arraylist linkedlist,arraylist,linkedlist java",1.5,Easy
Describe the role of the JVM (Java Virtual Machine) in Java. Why is it important?,,,,False,"jvm,java,machine java,jvm java",2.5,Easy
What is normalization in MySQL? Can you explain the different normal forms?,,,,False,"mysql explain,normalization,normalization mysql",2.4,Easy
How do you perform a join operation in SQL? Can you explain the different types of joins?,,,,False,"sql,joins,join operation,sql explain",2.0,Easy
What are stored procedures in MySQL? What are the advantages of using stored procedures?,,,,False,"stored procedures,procedures,procedures mysql",2.3,Easy
"In Java, what are the differences between '== operator' and '.equals() method'?",,,,True,"operator equals,java differences,java,equals method",2.7,Easy
"What is a primary key in MySQL, and how is it different from a foreign key?",,,,False,"primary key,foreign key,key mysql",1.6,Easy
Can you describe how Java handles concurrency? What are some common concurrency issues?,,,,False,"common concurrency,concurrency,handles concurrency,java",3.3,Medium
"What is indexing in MySQL, and how does it improve query performance?",,,,False,"query performance,indexing,indexing mysql",1.9,Easy
Explain the difference between the 'SELECT' statement and 'SELECT DISTINCT' in SQL.,,,,False,"distinct sql,sql,select distinct,select statement",3.1,Medium
What are the different access modifiers in Java and how do they affect class design?,,,,False,"modifiers java,modifiers,access modifiers,java",2.8,Easy
How would you implement error handling in a Java application that interacts with a MySQL database?,,,,False,"error handling,java application,interacts mysql,java",3.7,Medium
Can you explain the concept of a transaction in MySQL? What are ACID properties?,,,,False,"transaction mysql,transaction,mysql acid",2.2,Easy
"Can you explain the difference between JDK, JRE, and JVM?",,,,True,"jdk jre,jvm,difference jdk,jre,jdk",2.2,Easy
What are the main principles of Object-Oriented Programming (OOP) in Java?,,,,True,"object-oriented programming,java,object oriented,oop java,programming oop",4.0,Medium
How does Java achieve platform independence?,,,,True,"does java,java,platform independence",3.9,Medium
Explain the concept of inheritance and its types in Java.,,,,True,"types java,inheritance types,inheritance,java",3.1,Medium
"What is the purpose of the 'final' keyword in Java? Discuss its use in classes, methods, and variables.",,,,False,"purpose final,final keyword,keyword java,java",2.2,Easy
Can you describe exception handling in Java? What is the difference between checked and unchecked exceptions?,,,,True,"unchecked exceptions,java,exception handling,handling java",2.8,Easy
What are collections in Java and what are the main interfaces in the Java Collections Framework?,,,,True,"collections java,collections framework,java collections,java",3.4,Medium
How does garbage collection work in Java? What are the different types of references?,,,,False,"garbage collection,garbage,does garbage,java",2.8,Easy
Explain the concept of multithreading in Java. How would you create a thread?,,,,True,"java,multithreading java,multithreading,concept multithreading",2.0,Easy
What are some common design patterns used in Java? Can you explain one in detail?,,,,True,"design patterns,java explain,patterns used,java",1.9,Easy
Can you explain the main principles of Object-Oriented Programming and how they are implemented in Java?,,,,True,"implemented java,object-oriented programming,java,oriented programming,object oriented",3.9,Medium
"What is the difference between JDK, JRE, and JVM?",,,,True,"jdk jre,jvm,difference jdk,jre,jdk",1.9,Easy
How does garbage collection work in Java? Can you explain its importance?,,,,False,"garbage collection,java explain,does garbage,java",2.6,Easy
"What are the access modifiers in Java, and how do they affect the visibility of class members?",,,,True,"modifiers java,visibility class,access modifiers,java",3.3,Medium
Can you explain the concept of inheritance and how it is used in Java with an example?,,,,True,"inheritance used,concept inheritance,inheritance,java",2.6,Easy
What are interfaces and abstract classes in Java? When would you use one over the other?,,,,True,"interfaces abstract,interfaces,java,abstract classes",1.6,Easy
Describe exception handling in Java. What is the difference between checked and unchecked exceptions?,,,,True,"unchecked exceptions,exceptions,exception handling,java",3.2,Medium
How do you implement a singleton design pattern in Java?,,,,False,"singleton,implement singleton,singleton design,java",3.5,Medium
What are Java Collections Framework interfaces and their significance?,,,,False,"java collections framework,collections framework,framework interfaces,java collections",5.0,Medium
Can you explain how multithreading works in Java and the role of the 'synchronized' keyword?,,,,False,"explain multithreading,multithreading works,multithreading,java",2.5,Easy
"Can you explain the difference between JDK, JRE, and JVM?",,,,True,"jdk jre,jvm,difference jdk,jre,jdk",2.2,Easy
What are the main principles of Object-Oriented Programming in Java?,,,,True,"object-oriented programming,programming java,object oriented,java",4.3,Medium
How does Java achieve platform independence?,,,,True,"does java,java,platform independence",3.9,Medium
Can you describe what an interface is in Java and how it differs from an abstract class?,,,,False,"interface,abstract class,interface java,java",2.0,Easy
What is the purpose of the 'final' keyword in Java?,,,,True,"purpose final,final keyword,keyword java,java",1.9,Easy
Explain exception handling in Java. What are checked and unchecked exceptions?,,,,True,"unchecked exceptions,explain exception,exception handling,java",2.8,Easy
What is the significance of the 'static' keyword in Java?,,,,True,"significance static,static,static keyword,java",2.6,Easy
Could you explain the differences between a HashMap and a Hashtable?,,,,True,"hashtable,differences hashmap,hashmap,hashmap hashtable",2.0,Easy
What are the main advantages of using Java Collections Framework?,,,,False,"java collections framework,collections framework,java collections,collections",3.5,Medium
Explain the concept of garbage collection in Java. Why is it important?,,,,True,"garbage collection,concept garbage,collection java,java",2.7,Easy
"What is the difference between String, StringBuilder, and StringBuffer?",,,,False,"stringbuffer,string stringbuilder,string,stringbuilder stringbuffer,stringbuilder",3.0,Easy
How do you handle multithreading in Java? Can you explain the concept of synchronization?,,,,False,"handle multithreading,multithreading java,multithreading,java",2.7,Easy
What is Java Stream API and how does it enhance the development experience?,,,,False,"java stream api,stream api,java stream,stream",3.2,Medium
Can you explain the Observer Design Pattern and when would you use it?,,,,False,"explain observer,observer,the observer design pattern,observer design",2.0,Easy
Can you explain the main principles of Object-Oriented Programming in Java?,,,,True,"object-oriented programming,java,oriented programming,object oriented,programming java",4.2,Medium
What is the difference between an interface and an abstract class in Java?,,,,True,"interface abstract,abstract class,java,interface",2.6,Easy
How does Java handle memory management? Can you explain the role of the Garbage Collector?,,,,False,"java,memory management,garbage collector,the garbage collector,handle memory",3.0,Medium
What is the significance of the 'static' keyword in Java?,,,,True,"significance static,static,static keyword,java",2.6,Easy
Can you explain what exceptions are in Java and the difference between checked and unchecked exceptions?,,,,True,"exceptions java,unchecked exceptions,explain exceptions,java",2.9,Easy
What do you understand by Collections framework in Java? Can you name a few key interfaces and their utilities?,,,,False,"java,collections framework,understand collections,framework java,collections",2.4,Easy
"How does the 'finally' block work in exception handling, and when will it execute?",,,,False,"finally block,exception handling,does finally",2.4,Easy
What is the difference between '==' and '.equals()' in Java?,,,,True,"difference equals,equals java,java,equals",1.4,Easy
Explain the Java Memory Model and how it relates to multithreading.,,,,False,"java memory,relates multithreading,multithreading",3.4,Medium
Can you describe a scenario where you would use a HashMap instead of a TreeMap?,,,,False,"hashmap,hashmap instead,treemap,instead treemap",1.3,Easy
Can you explain the concept of Java Virtual Machine (JVM) and its role in Java applications?,,,,False,"jvm,java applications,machine jvm,java,java virtual machine",3.7,Medium
What are the main principles of Object-Oriented Programming in Java?,,,,True,"object-oriented programming,programming java,object oriented,java",4.3,Medium
"What are the differences between JDK, JRE, and JVM?",,,,True,"differences jdk,jdk jre,jvm,jre,jdk",1.9,Easy
How does Java achieve platform independence?,,,,True,"does java,java,platform independence",3.9,Medium
What is the significance of the 'final' keyword in Java? Can you give examples of its application?,,,,False,"final keyword,java examples,keyword java,java",2.6,Easy
Discuss the concept of exception handling in Java. What are checked and unchecked exceptions?,,,,True,"unchecked exceptions,java,exception handling,java checked",2.9,Easy
Explain the difference between an abstract class and an interface in Java. When would you use each?,,,,True,"abstract class,interface java,class interface,java",2.2,Easy
"What are Java annotations, and how are they used?",,,,True,"java annotations,annotations,annotations used,java",1.7,Easy
Can you describe how garbage collection works in Java? What are some garbage collection algorithms?,,,,True,"garbage collection,java garbage,garbage,java",2.7,Easy
"What is multithreading in Java? How do you create a thread, and what is the difference between extending Thread and implementing Runnable?",,,,True,"multithreading java,thread,thread implementing,java,runnable",2.7,Easy
"What is the Java Collections Framework? Can you discuss the differences between List, Set, and Map?",,,,False,"java collections,collections framework,collections,list, set,map",2.7,Easy
Explain the use of the 'synchronized' keyword in Java. How does it help in thread safety?,,,,False,"thread safety,synchronized keyword,use synchronized,java",2.0,Easy
Describe the process of creating a JavaFX application. What are the key components involved?,,,,False,"javafx application,javafx,creating javafx",2.6,Easy
Can you discuss Stream API in Java 8 and its benefits for handling collections?,,,,False,"handling collections,stream api,java 8,discuss stream",2.9,Easy
What are lambda expressions in Java? How do they contribute to functional programming?,,,,False,"lambda,java,lambda expressions,expressions java",3.1,Medium
Can you explain the concept of Object-Oriented Programming and how it is implemented in Java?,,,,True,"object-oriented programming,implemented java,java,oriented programming,object oriented",3.8,Medium
What is the difference between an abstract class and an interface in Java?,,,,True,"abstract class,interface java,class interface,java",2.6,Easy
