Questions,duplicate,tags
What is the difference between an `int` and a `String` data type in Java?  When would you use each?,FALSE,"type java,int string,java,string data"
What is a loop? Explain the difference between `for` and `while` loops with examples.,FALSE,"loops examples,loop explain,loop"
"Explain the concept of object-oriented programming (OOP) and its four main principles (Abstraction, Encapsulation, Inheritance, Polymorphism). Give a simple example.",TRUE,"programming oop,object oriented,oriented programming,four"
What is a Java class? How do you create an object of a class?,FALSE,"java class,object class,java,class create"
What is an exception in Java? Explain the `try-catch` block and its use in handling exceptions.,FALSE,"handling exceptions,exceptions,java,exception java"
Explain the concept of inheritance in Java.  What are the different types of inheritance?,TRUE,"java,inheritance,inheritance java,types inheritance"
What is a Java interface? How is it different from an abstract class?,FALSE,"java interface,interface,java,abstract class"
What is your understanding of collections in Java? Name a few common collection types and their uses.,FALSE,"collections java,collection types,understanding collections,java"
"Walk me through your most challenging academic project.  Describe the problem, your solution, and the technologies used.",FALSE,"solution technologies,academic project,technologies"
"What was your role and contribution in this project?  What challenges did you face, and how did you overcome them?",TRUE,"project challenges,role contribution,contribution project"
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,TRUE,"compiled language,compilation interpretation,interpreted language"
"What is an algorithm? Can you describe a simple algorithm, like finding the largest number in a list?",TRUE,"algorithm,algorithm like,algorithm simple"
"What are the basic data types commonly used in programming? (e.g., integers, floats, strings, booleans)",TRUE,"types commonly,basic data,data types"
"Assuming you have some familiarity with Python, explain the difference between a list and a tuple. When would you choose one over the other?",FALSE,"list tuple,tuple,one,python explain"
"In Python, what is a function? Write a simple function to calculate the factorial of a number.",FALSE,"python function,factorial number,calculate factorial"
What is a relational database? What is a SQL query? Give a simple example of a SQL query to retrieve data from a table.,TRUE,"database sql,example sql,sql,relational database"
"Describe one of your academic projects.  Focus on your role, the technologies used, challenges faced, and what you learned from the experience.  Be prepared to discuss the code if I ask.",FALSE,"projects focus,academic projects,projects,one"
Explain the difference between a stack and a queue data structure.  Give examples of when you might use each.,TRUE,"difference stack,stack queue,queue data"
"What is an algorithm? Describe a simple sorting algorithm (e.g., bubble sort) and explain its time complexity.",FALSE,"sorting algorithm,algorithm bubble,algorithm simple"
"What are the basic principles of object-oriented programming (OOP)? (Encapsulation, Inheritance, Polymorphism).  Give a simple example.",TRUE,"programming oop,object oriented,oriented programming"
"What is a relational database? What are tables, rows, and columns in a relational database?",TRUE,"database tables,database,relational database"
Write a simple SQL query to retrieve all rows from a table named 'users' where the 'age' column is greater than 25.,TRUE,"simple sql,sql,age column,users age"
Explain the difference between a primary key and a foreign key in a relational database.,TRUE,"primary key,foreign key,relational database"
Describe your understanding of Git. What are some common Git commands you use?,FALSE,"understanding git,git,git commands,common git"
Explain the difference between 'git merge' and 'git rebase'.,TRUE,"merge git,git rebase,git merge,rebase"
"What is a typical software development lifecycle (SDLC)? Describe a common methodology (e.g., Agile).",FALSE,"development lifecycle,lifecycle sdlc,sdlc,software development,agile"
"Walk me through one of your academic projects. Explain the technologies used, your role, and any challenges you faced.",TRUE,"academic projects,technologies,explain technologies"
Explain the difference between `==` and `===` in JavaScript (or the equivalent in your preferred language).,TRUE,"javascript,difference javascript,javascript equivalent"
What is the difference between a stack and a queue data structure?  Give examples of when you might use each.,TRUE,"difference stack,stack queue,queue data"
Describe what an algorithm is and give an example of a simple algorithm you know.,FALSE,"algorithm,simple algorithm,algorithm example"
"What is a recursive function? Explain with a simple example (e.g., factorial calculation).",TRUE,"recursive function,recursive,function explain"
What is a relational database?  Name some popular relational database management systems (RDBMS).,TRUE,"systems rdbms,database management,relational database"
Write a simple SQL query to select all rows from a table named 'users' where the 'age' column is greater than 25.,TRUE,"simple sql,sql,age column,users age"
"Explain the difference between `SELECT`, `INSERT`, `UPDATE`, and `DELETE` SQL commands.",TRUE,"sql,delete sql,sql commands,update delete"
"What is a JOIN in SQL? Explain different types of JOINs (INNER JOIN, LEFT JOIN, etc.) with examples.",TRUE,"joins,sql explain,join sql,sql"
What is normalization in databases? Why is it important?,TRUE,"databases important,normalization,normalization databases"
What is Git and why is it used in software development?,TRUE,"git,git used,software development"
"Explain the difference between `git add`, `git commit`, and `git push`.",TRUE,"commit git,git push,git commit"
What is a Git branch? Why are branches useful?,TRUE,"branch branches,git,git branch,branches useful"
Describe a typical software development lifecycle (SDLC).,TRUE,"development lifecycle,lifecycle sdlc,sdlc"
"Walk me through one of your academic projects. What problem did it solve, and what technologies did you use?",FALSE,"solve technologies,academic projects,technologies"
"What was your role in the project, and what challenges did you face? How did you overcome them?",TRUE,"project challenges,role project,challenges"
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,TRUE,"compiled language,compilation interpretation,interpreted language"
What is the difference between a stack and a queue data structure?  When would you use each?,TRUE,"difference stack,stack queue,queue data"
"Describe what an algorithm is and provide a simple example of an algorithm you've encountered (e.g., searching a list).",FALSE,"algorithm provide,example algorithm,algorithm"
Explain the concept of Big O notation and its importance in algorithm analysis. Give an example of an O(n) and an O(n^2) algorithm.,TRUE,"big notation,notation importance,algorithm analysis"
What is a relational database? What are some common relational database management systems (RDBMS)?,TRUE,"systems rdbms,database management,relational database"
Write a simple SQL query to select all rows from a table named 'users' where the 'age' column is greater than 25.,TRUE,"simple sql,sql,age column,users age"
"Explain the difference between the SQL commands `SELECT`, `INSERT`, `UPDATE`, and `DELETE`.",TRUE,"difference sql,select insert,sql commands,sql"
What is a database index? How can it improve query performance?,TRUE,"database index,index improve,index"
What is normalization in databases and why is it important?,TRUE,"databases important,normalization,normalization databases"
Describe your experience with Git.  What are some common Git commands you use?,TRUE,"experience git,git,git commands"
Explain the difference between `git merge` and `git rebase`.,TRUE,"merge git,git rebase,git merge"
"Walk me through one of your academic projects.  Explain the problem you were solving, your approach, and the technologies you used.",TRUE,"approach technologies,academic projects,technologies"
"What was your role in this project? What challenges did you encounter, and how did you overcome them?",TRUE,"project challenges,project,role project"
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,TRUE,"compiled language,compilation interpretation,interpreted language"
What are data structures?  Name three common data structures and briefly describe when you might use each one.,TRUE,"common data,data,three,data structures"
"Describe the concept of an algorithm. Can you explain how you would approach designing an algorithm to solve a simple problem, such as finding the largest number in a list?",FALSE,"algorithm explain,algorithm,designing algorithm"
"What is a relational database? What is a SQL query, and what are some basic SQL commands you are familiar with (e.g., SELECT, FROM, WHERE)?",FALSE,"select,database sql,relational database,basic sql,sql"
Explain the difference between a primary key and a foreign key in a relational database. Why are they important?,TRUE,"primary key,foreign key,key relational"
Write a simple SQL query to retrieve all rows from a table named 'Customers' where the 'City' column is equal to 'London'.,TRUE,"customers city,london,city column,sql,retrieve rows"
"What is Git, and why is it important in software development?",TRUE,"git,software development,git important"
"Describe the basic Git commands you're familiar with (e.g., clone, add, commit, push, pull).",FALSE,"git,git commands,basic git"
Explain the concept of branching in Git and why it's useful in collaborative development.,TRUE,"branching,git,git useful,branching git"
"Walk me through your most challenging academic project.  Describe the problem you solved, the technologies you used, and any challenges you encountered and how you overcame them. Focus on the technical aspects.",FALSE,"challenges encountered,challenging academic,solved technologies"
"Explain the difference between an `if` statement, a `for` loop, and a `while` loop.  Give a simple example of each in a language you're familiar with (e.g., Python, Java, C++).",TRUE,"python,java,loop simple,statement loop,loop loop"
What is a function/method? Explain its purpose and provide a simple example.,FALSE,"method explain,function,function method"
What is the difference between `==` and `===` in a language like JavaScript (or explain the concept of strict equality vs. loose equality in your preferred language)?,FALSE,"javascript,equality vs,javascript explain,strict equality"
"Describe what data structures are and give examples of at least three different types (e.g., arrays, linked lists, hash tables). Mention when you might use one over another.",FALSE,"at least three,one,data structures,structures examples,different types"
"What is a relational database? What are tables, rows, and columns?",TRUE,"database tables,database,relational database"
Write a simple SQL query to select all rows from a table named 'users'.,FALSE,"query select,sql,sql query,select rows"
Write a SQL query to select users from the 'users' table where the age is greater than 25.,TRUE,"table age,select users,age greater,sql"
"What is a JOIN operation in SQL? Explain different types of joins (INNER JOIN, LEFT JOIN, etc.) with examples.",TRUE,"joins,sql explain,left join,sql"
What are primary keys and foreign keys and why are they important in database design?,TRUE,"primary keys,foreign keys,keys foreign"
Explain what Git is and why it's used in software development.,TRUE,"git,git used,explain git"
"Describe the common Git commands you use (e.g., `git clone`, `git add`, `git commit`, `git push`, `git pull`, `git branch`).",TRUE,"use git,git,commit git,git commands"
Walk me through your most challenging academic project.  What were the main components and how did you approach solving the problems you encountered?,FALSE,"academic project,project main,challenging academic"
What was your specific role and contribution to that project? What did you learn from this experience?,FALSE,"specific role,role contribution,contribution project"
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,TRUE,"compiled language,compilation interpretation,interpreted language"
"What is an algorithm? Describe a simple algorithm you're familiar with (e.g., finding the largest number in a list).",TRUE,"algorithm,simple algorithm,algorithm simple"
Explain the concept of data structures. Name at least three common data structures and briefly describe when you might use each one.,TRUE,"common data,at least three,data structures,structures briefly"
"What is a relational database? What are tables, rows, and columns in a relational database?",TRUE,"database tables,database,relational database"
Write a simple SQL query to select all rows from a table named 'Students' where the 'GPA' is greater than 3.5.,TRUE,"students gpa,gpa,select rows,3.5,gpa greater"
"Explain the difference between 'SELECT', 'UPDATE', and 'DELETE' SQL commands.",TRUE,"sql,delete sql,sql commands,select update"
"What is Git, and why is it important in software development?",TRUE,"git,software development,git important"
"Describe the basic Git commands you are familiar with (e.g., `git clone`, `git add`, `git commit`, `git push`).",TRUE,"git,commit git,git commands,basic git"
Briefly explain the stages of a typical software development lifecycle (SDLC).,FALSE,"software development,development lifecycle,lifecycle sdlc,sdlc"
"Can you walk me through one of your academic projects?  Describe the problem you solved, your approach, the technologies you used, and any challenges you encountered.",TRUE,"approach technologies,academic projects,projects,one"
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,TRUE,"compiled language,compilation interpretation,interpreted language"
How do you stay updated with the latest technology trends?,FALSE,"latest technology,technology trends,trends"
What are data structures? Name three common data structures and briefly describe when you might use each one.,TRUE,"common data,data,three,data structures"
Describe the concept of an algorithm.  Explain what makes a good algorithm (think efficiency and correctness).,FALSE,"algorithm explain,algorithm think,algorithm"
What is a relational database?  What is a SQL query and what is its purpose?,TRUE,"database sql,database,sql,relational database"
Write a simple SQL query to select all rows from a table named 'Customers' where the 'City' column is 'London'.,TRUE,"customers city,london,select rows,city column,sql"
"Explain the difference between the SQL commands 'SELECT', 'INSERT', 'UPDATE', and 'DELETE'.",TRUE,"difference sql,select insert,sql commands,sql"
What is Git and why is it used in software development?,TRUE,"git,git used,software development"
"Explain the difference between 'git add', 'git commit', and 'git push'.",TRUE,"commit git,git push,git commit"
Describe a typical software development lifecycle (SDLC).  What are some common phases involved?,TRUE,"software development,development lifecycle,lifecycle sdlc,sdlc"
"Walk me through one of your academic projects.  Explain the problem you were trying to solve, your approach, the technologies you used, and what you learned from the experience.",FALSE,"approach technologies,academic projects,technologies"
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,TRUE,"compiled language,compilation interpretation,interpreted language"
What are data structures?  Can you name three common data structures and briefly describe when you might use each one?,TRUE,"common data,three,data structures,structures briefly"
Describe the concept of object-oriented programming (OOP). What are the four main principles of OOP?,TRUE,"four,programming oop,object oriented,oop,principles oop"
What is a relational database? What is a SQL query? Give a simple example of a SQL query to retrieve data from a table.,TRUE,"database sql,example sql,sql,relational database"
"Explain the difference between the SQL commands `SELECT`, `INSERT`, `UPDATE`, and `DELETE`.",TRUE,"difference sql,select insert,sql commands,sql"
"What are database indexes? Why are they used, and what are some potential drawbacks of using too many indexes?",FALSE,"indexes,indexes used,database indexes"
"Explain the basic Git commands: `git clone`, `git add`, `git commit`, `git push`, and `git pull`.",TRUE,"git,basic git,git commands,commands git"
What is a Git branch? Why are branches useful in software development?,TRUE,"git,branches useful,branch branches,git branch"
"Describe a typical software development lifecycle (SDLC).  What are some common methodologies used in SDLC (e.g., Agile, Waterfall)?",TRUE,"development lifecycle,lifecycle sdlc,sdlc,sdlc agile,agile"
"Can you walk me through one of your academic projects?  Focus on the technologies used, your role in the project, and any challenges you faced and how you overcame them.",TRUE,"projects,academic projects,projects focus,one"
Can you explain the core principles of Object-Oriented Programming (OOP) in Java?,TRUE,"object-oriented programming,programming oop,oop java,java,object oriented"
What are the main features of Java?,TRUE,"features java,java,main features"
What are the differences between '=='' and 'equals()' method in Java?,FALSE,"equals method,java,equals,differences equals"
How does Java handle memory management and garbage collection?,TRUE,"memory management,garbage collection,java,handle memory"
"What is the purpose of the 'final' keyword in Java? Can it be applied to variables, methods, and classes?",FALSE,"keyword java,final keyword,java,purpose final"
Can you explain the differences between an interface and an abstract class in Java?,TRUE,"interface,interface abstract,java,abstract class"
"What are Java Collections, and can you describe the differences between List, Set, and Map interfaces?",FALSE,"map,list, set,collections differences,java collections,map interfaces"
What is multithreading in Java and how does it benefit applications?,FALSE,"java does,java,multithreading,multithreading java"
What are exceptions in Java and how does exception handling work?,FALSE,"java,does exception,exception handling,exceptions java"
What is a lambda expression in Java and how is it used?,TRUE,"lambda,java,lambda expression,expression java"
Can you discuss the Java Stream API and its advantages?,FALSE,"stream api,java stream,api advantages"
"Can you explain the differences between JDK, JRE, and JVM?",TRUE,"differences jdk,jdk jre,jre jvm,jre,jdk"
What are the main principles of Object-Oriented Programming?,TRUE,"object oriented,object-oriented programming,oriented programming,main principles"
What is the difference between an interface and an abstract class in Java?,TRUE,"interface,interface abstract,java,abstract class"
How does Java achieve platform independence?,TRUE,"does java,java,platform independence"
"What are some common exceptions in Java, and how do you handle them?",TRUE,"exceptions,common exceptions,java,exceptions java"
Can you explain the concept of garbage collection in Java?,TRUE,"garbage collection,java,collection java,concept garbage"
What is the significance of the 'final' keyword in Java?,TRUE,"keyword java,significance final,final keyword,java"
Describe the Java Collections Framework and its advantages.,FALSE,"java collections,collections framework,collections"
"What are lambda expressions, and how do they enhance the functionality of Java?",FALSE,"lambda expressions,lambda,java,functionality java"
Can you explain the difference between the '== 'operator and the '.equals()' method?,TRUE,"equals method,equals,operator equals,the '.equals("
Can you explain the main differences between Core Java and Advanced Java?,FALSE,"advanced java,java advanced,core java"
What is the role of the JVM in Java applications?,FALSE,"role jvm,java,jvm,jvm java"
How does Java achieve platform independence?,TRUE,"does java,java,platform independence"
Discuss the concept of Object-Oriented Programming (OOP) and its four main principles in Java.,TRUE,"object-oriented programming,four,programming oop,java,object oriented"
What is the difference between an interface and an abstract class in Java?,TRUE,"interface,interface abstract,java,abstract class"
Can you explain what Collections Framework is in Java and name a few common interfaces?,FALSE,"framework java,java,collections framework,explain collections"
What is the significance of the 'static' keyword in Java?,TRUE,"significance static,static keyword,java,static"
"In Python, what are decorators and how are they used?",TRUE,"decorators,python decorators,decorators used"
"What are list comprehensions in Python, and can you give an example?",FALSE,"python,comprehensions python,list comprehensions,python example"
Explain the use of the 'with' statement in Python and its benefits.,FALSE,"python,python benefits,statement python"
What is the difference between Python 2 and Python 3?,FALSE,"python python,difference python,python,python 2 and python 3"
How would you handle exceptions in Java and Python? Give a brief overview.,FALSE,"java python,java,handle exceptions,exceptions java"
"In a web application, can you differentiate between server-side and client-side processing?",FALSE,"differentiate server,client processing,server client"
"What are some common design patterns used in Java, and can you describe one in detail?",TRUE,"java,patterns,design patterns,patterns used"
Explain the concept of multithreading in Java. How do you achieve synchronization?,FALSE,"concept multithreading,java,multithreading,multithreading java"
Can you explain the concept of Object-Oriented Programming and its four main principles?,TRUE,"object-oriented programming,explain concept,four,object oriented,oriented programming"
What is the difference between '== ‘and ‘.equals()’ method in Java?,TRUE,"equals method,java,equals,difference equals"
"What is exception handling in Java, and how do you implement it?",FALSE,"handling java,java,exception handling,java implement"
"What are Java Collections, and can you name a few commonly used interfaces?",FALSE,"java collections,used interfaces,collections commonly"
Can you explain what Java's garbage collection is and how it works?,TRUE,"explain java,java garbage,garbage collection,java"
What is the significance of the 'static' keyword in Java?,TRUE,"significance static,static keyword,java,static"
Explain the concept of inheritance in Java. Can you give an example?,TRUE,"concept inheritance,java,inheritance,inheritance java"
What are the different access modifiers in Java and their scopes?,TRUE,"java,modifiers java,java scopes,access modifiers"
How does Java achieve platform independence?,TRUE,"does java,java,platform independence"
What is the difference between an interface and an abstract class?,TRUE,"interface,interface abstract,abstract class"
Can you explain the concept of Object-Oriented Programming (OOP) and its main principles?,TRUE,"programming oop,object oriented,object-oriented programming,oriented programming"
What is the difference between an abstract class and an interface in Java?,TRUE,"class interface,java,interface java,abstract class"
How does Java's garbage collection work?,TRUE,"garbage,java garbage,garbage collection,java"
Can you describe the Java Collections Framework and its main interfaces?,TRUE,"java collections,collections framework,collections"
What is the role of the 'final' keyword in Java?,FALSE,"keyword java,java,final keyword,final"
Explain the concept of exception handling in Java. How do you create a custom exception?,TRUE,"custom exception,java,exception,exception handling"
What are Java annotations and how are they used?,TRUE,"java,annotations used,java annotations,annotations"
Explain the differences between a checked and unchecked exception.,FALSE,"unchecked exception,checked unchecked,unchecked"
What is multithreading in Java? Can you discuss a scenario where it is useful?,FALSE,"java,multithreading,multithreading java,java discuss"
"What are lambda expressions, and how do they improve code readability in Java?",FALSE,"lambda expressions,lambda,java,readability java"
Discuss the significance of the 'this' keyword in Java.,FALSE,"keyword java,keyword,java"
"What is the difference between JDK, JRE, and JVM?",TRUE,"jdk jre,jre jvm,jre,difference jdk,jdk"
Can you explain the concept of Object-Oriented Programming and its main principles?,TRUE,"object oriented,explain concept,object-oriented programming,oriented programming"
"What are the access modifiers in Java, and how do they affect class members?",TRUE,"modifiers,java,modifiers java,access modifiers"
"How does Java handle memory management, and what is garbage collection?",TRUE,"memory management,garbage collection,java,handle memory"
Describe the differences between an interface and an abstract class in Java.,TRUE,"interface abstract,java,class java,abstract class"
"What are exceptions in Java, and what is the difference between checked and unchecked exceptions?",TRUE,"exceptions,java,unchecked exceptions,exceptions java"
Explain the collections framework in Java. Can you name some commonly used collection classes?,TRUE,"collection classes,java,collections framework,explain collections"
What is multithreading in Java? How does synchronization work?,FALSE,"java,multithreading,multithreading java,does synchronization"
Can you discuss how Java handles database connectivity?,FALSE,"database connectivity,discuss java,java,handles database"
"What is the significance of the 'final', 'finally', and 'finalize' keywords in Java?",TRUE,"finalize keywords,keywords java,java,finally finalize"
"What design patterns are you familiar with in Java, and when would you use them?",FALSE,"java use,java,design patterns"
How do you optimize the performance of a Java application?,FALSE,"performance java,java,java application,optimize performance"
What are the main principles of Object-Oriented Programming (OOP) in Java?,TRUE,"object-oriented programming,programming oop,oop java,java,object oriented"
Can you explain the concept of exception handling in Java? How do you create a custom exception?,TRUE,"custom exception,java,exception,exception handling"
What is the difference between an ArrayList and a LinkedList in Java? When would you use one over the other?,TRUE,"arraylist linkedlist,java,linkedlist java,arraylist,linkedlist"
Describe the role of the JVM (Java Virtual Machine) in Java. Why is it important?,FALSE,"java,machine java,jvm,jvm java"
What is normalization in MySQL? Can you explain the different normal forms?,FALSE,"normalization,normalization mysql,mysql explain"
How do you perform a join operation in SQL? Can you explain the different types of joins?,FALSE,"join operation,sql explain,joins,sql"
What are stored procedures in MySQL? What are the advantages of using stored procedures?,FALSE,"stored procedures,procedures,procedures mysql"
"In Java, what are the differences between '== operator' and '.equals() method'?",TRUE,"equals method,java differences,java,operator equals"
"What is a primary key in MySQL, and how is it different from a foreign key?",FALSE,"primary key,key mysql,foreign key"
Can you describe how Java handles concurrency? What are some common concurrency issues?,FALSE,"common concurrency,java,concurrency,handles concurrency"
"What is indexing in MySQL, and how does it improve query performance?",FALSE,"indexing mysql,indexing,query performance"
Explain the difference between the 'SELECT' statement and 'SELECT DISTINCT' in SQL.,FALSE,"sql,distinct sql,select distinct,select statement"
What are the different access modifiers in Java and how do they affect class design?,FALSE,"modifiers,java,modifiers java,access modifiers"
How would you implement error handling in a Java application that interacts with a MySQL database?,FALSE,"error handling,java,java application,interacts mysql"
Can you explain the concept of a transaction in MySQL? What are ACID properties?,FALSE,"mysql acid,transaction mysql,transaction"
"Can you explain the difference between JDK, JRE, and JVM?",TRUE,"jdk jre,jre jvm,jre,difference jdk,jdk"
What are the main principles of Object-Oriented Programming (OOP) in Java?,TRUE,"object-oriented programming,programming oop,oop java,java,object oriented"
How does Java achieve platform independence?,TRUE,"does java,java,platform independence"
Explain the concept of inheritance and its types in Java.,TRUE,"java,inheritance types,inheritance,types java"
"What is the purpose of the 'final' keyword in Java? Discuss its use in classes, methods, and variables.",FALSE,"keyword java,final keyword,java,purpose final"
Can you describe exception handling in Java? What is the difference between checked and unchecked exceptions?,TRUE,"handling java,java,exception handling,unchecked exceptions"
What are collections in Java and what are the main interfaces in the Java Collections Framework?,TRUE,"java collections,java,collections framework,collections java"
How does garbage collection work in Java? What are the different types of references?,FALSE,"garbage,does garbage,garbage collection,java"
Explain the concept of multithreading in Java. How would you create a thread?,TRUE,"concept multithreading,java,multithreading,multithreading java"
What are some common design patterns used in Java? Can you explain one in detail?,TRUE,"java,java explain,design patterns,patterns used"
Can you explain the main principles of Object-Oriented Programming and how they are implemented in Java?,TRUE,"object-oriented programming,implemented java,java,object oriented,oriented programming"
"What is the difference between JDK, JRE, and JVM?",TRUE,"jdk jre,jre jvm,jre,difference jdk,jdk"
How does garbage collection work in Java? Can you explain its importance?,FALSE,"does garbage,garbage collection,java explain,java"
"What are the access modifiers in Java, and how do they affect the visibility of class members?",TRUE,"visibility class,java,modifiers java,access modifiers"
Can you explain the concept of inheritance and how it is used in Java with an example?,TRUE,"concept inheritance,inheritance used,inheritance,java"
What are interfaces and abstract classes in Java? When would you use one over the other?,TRUE,"interfaces abstract,abstract classes,interfaces,java"
Describe exception handling in Java. What is the difference between checked and unchecked exceptions?,TRUE,"exceptions,java,exception handling,unchecked exceptions"
How do you implement a singleton design pattern in Java?,FALSE,"java,implement singleton,singleton,singleton design"
What are Java Collections Framework interfaces and their significance?,FALSE,"java collections,framework interfaces,collections framework,java collections framework"
Can you explain how multithreading works in Java and the role of the 'synchronized' keyword?,FALSE,"multithreading works,java,multithreading,explain multithreading"
"Can you explain the difference between JDK, JRE, and JVM?",TRUE,"jdk jre,jre jvm,jre,difference jdk,jdk"
What are the main principles of Object-Oriented Programming in Java?,TRUE,"object oriented,java,programming java,object-oriented programming"
How does Java achieve platform independence?,TRUE,"does java,java,platform independence"
Can you describe what an interface is in Java and how it differs from an abstract class?,FALSE,"interface,java,interface java,abstract class"
What is the purpose of the 'final' keyword in Java?,TRUE,"keyword java,final keyword,java,purpose final"
Explain exception handling in Java. What are checked and unchecked exceptions?,TRUE,"java,exception handling,unchecked exceptions,explain exception"
What is the significance of the 'static' keyword in Java?,TRUE,"significance static,static keyword,java,static"
Could you explain the differences between a HashMap and a Hashtable?,TRUE,"hashtable,hashmap hashtable,hashmap,differences hashmap"
What are the main advantages of using Java Collections Framework?,FALSE,"java collections,java collections framework,collections framework,collections"
Explain the concept of garbage collection in Java. Why is it important?,TRUE,"garbage collection,java,collection java,concept garbage"
"What is the difference between String, StringBuilder, and StringBuffer?",FALSE,"stringbuilder,string stringbuilder,stringbuffer,string,stringbuilder stringbuffer"
How do you handle multithreading in Java? Can you explain the concept of synchronization?,FALSE,"java,multithreading,multithreading java,handle multithreading"
What is Java Stream API and how does it enhance the development experience?,FALSE,"java stream api,stream api,stream,java stream"
Can you explain the Observer Design Pattern and when would you use it?,FALSE,"the observer design pattern,observer,observer design,explain observer"
Can you explain the main principles of Object-Oriented Programming in Java?,TRUE,"object-oriented programming,java,programming java,object oriented,oriented programming"
What is the difference between an interface and an abstract class in Java?,TRUE,"interface,interface abstract,java,abstract class"
How does Java handle memory management? Can you explain the role of the Garbage Collector?,FALSE,"memory management,garbage collector,java,the garbage collector,handle memory"
What is the significance of the 'static' keyword in Java?,TRUE,"significance static,static keyword,java,static"
Can you explain what exceptions are in Java and the difference between checked and unchecked exceptions?,TRUE,"java,explain exceptions,unchecked exceptions,exceptions java"
What do you understand by Collections framework in Java? Can you name a few key interfaces and their utilities?,FALSE,"understand collections,collections,java,framework java,collections framework"
"How does the 'finally' block work in exception handling, and when will it execute?",FALSE,"finally block,does finally,exception handling"
What is the difference between '==' and '.equals()' in Java?,TRUE,"equals,equals java,java,difference equals"
Explain the Java Memory Model and how it relates to multithreading.,FALSE,"relates multithreading,java memory,multithreading"
Can you describe a scenario where you would use a HashMap instead of a TreeMap?,FALSE,"hashmap,hashmap instead,instead treemap,treemap"
Can you explain the concept of Java Virtual Machine (JVM) and its role in Java applications?,FALSE,"java,java applications,java virtual,java virtual machine,machine jvm"
What are the main principles of Object-Oriented Programming in Java?,TRUE,"object oriented,java,programming java,object-oriented programming"
"What are the differences between JDK, JRE, and JVM?",TRUE,"differences jdk,jdk jre,jre jvm,jre,jdk"
How does Java achieve platform independence?,TRUE,"does java,java,platform independence"
What is the significance of the 'final' keyword in Java? Can you give examples of its application?,FALSE,"keyword java,final keyword,java,java examples"
Discuss the concept of exception handling in Java. What are checked and unchecked exceptions?,TRUE,"java,exception handling,unchecked exceptions,java checked"
Explain the difference between an abstract class and an interface in Java. When would you use each?,TRUE,"class interface,java,interface java,abstract class"
"What are Java annotations, and how are they used?",TRUE,"java,annotations used,java annotations,annotations"
Can you describe how garbage collection works in Java? What are some garbage collection algorithms?,TRUE,"garbage,java garbage,garbage collection,java"
"What is multithreading in Java? How do you create a thread, and what is the difference between extending Thread and implementing Runnable?",TRUE,"runnable,thread,java,multithreading,multithreading java"
"What is the Java Collections Framework? Can you discuss the differences between List, Set, and Map?",FALSE,"map,collections,list, set,java collections,collections framework"
Explain the use of the 'synchronized' keyword in Java. How does it help in thread safety?,FALSE,"use synchronized,synchronized keyword,java,thread safety"
Describe the process of creating a JavaFX application. What are the key components involved?,FALSE,"javafx application,creating javafx,javafx"
Can you discuss Stream API in Java 8 and its benefits for handling collections?,FALSE,"stream api,discuss stream,java 8,handling collections"
What are lambda expressions in Java? How do they contribute to functional programming?,FALSE,"lambda expressions,lambda,java,expressions java"
Can you explain the concept of Object-Oriented Programming and how it is implemented in Java?,TRUE,"object-oriented programming,implemented java,java,object oriented,oriented programming"
What is the difference between an abstract class and an interface in Java?,TRUE,"class interface,java,interface java,abstract class"
How does exception handling work in Java? Can you differentiate between checked and unchecked exceptions?,TRUE,"java,does exception,exception handling,unchecked exceptions"
"What are Java Collections, and can you describe the main interfaces of the Collections Framework?",TRUE,"java collections,the collections framework,collections main,collections framework"
"Explain the concept of Java Memory Management, focusing on the heap and stack.",FALSE,"java memory management,memory management,java memory,heap stack"
What are Java Streams and how do they differ from collections?,FALSE,"java streams,streams differ,streams"
"Can you explain the 'final', 'finally', and 'finalize' keywords in Java?",TRUE,"finalize keywords,keywords java,java,explain final"
What is multi-threading in Java and what are some common ways to implement it?,FALSE,"threading java,threading,java,multi threading"
Can you describe what a Java Runnable is and how it is used?,FALSE,"runnable used,java,java runnable"
"How does garbage collection work in Java, and what are the different garbage collection algorithms?",TRUE,"does garbage,different garbage,garbage collection,java"
Can you explain what the main differences are between an interface and an abstract class in Java?,TRUE,"interface abstract,java,class java,abstract class"
Can you explain the differences between '== ' operator and 'equals()' method in Java?,TRUE,"equals method,java,equals,operator equals"
What is the significance of Java's 'main' method and why must it be declared as public and static?,FALSE,"java main,public static,java,main method"
What are the four pillars of Object-Oriented Programming? Can you briefly explain each one?,FALSE,"object-oriented programming,programming,four,object oriented,oriented programming"
Can you describe the difference between the '== operator' and the '.equals()' method when comparing two objects in Java?,FALSE,"two,java,operator equals,equals method,equals"
What is the role of the Java Virtual Machine (JVM) in the execution of a Java program?,FALSE,"the java virtual machine,java,jvm execution,execution java,machine jvm"
